currency,description,displaySymbol,figi,mic,symbol,type
USD,FACEBOOK INC-CLASS A,FB,BBG000MM2P62,XNAS,FB,Common Stock
USD,ALPHABET INC-CL A,GOOGL,BBG009S39JX6,XNAS,GOOGL,Common Stock
USD,APPLE INC,AAPL,BBG000B9XRY4,XNAS,AAPL,Common Stock
USD,MACROGENICS INC,MGNX,BBG000BM2SF8,XNAS,MGNX,Common Stock
USD,SKYWORKS SOLUTIONS INC,SWKS,BBG000KLB4Q1,XNAS,SWKS,Common Stock
USD,FULTON FINANCIAL CORP,FULT,BBG000BJZM26,XNAS,FULT,Common Stock
USD,IAC/INTERACTIVECORP,IAC,BBG00S1LR2C3,XNAS,IAC,Common Stock
USD,MEI PHARMA INC,MEIP,BBG000BSGT68,XNAS,MEIP,Common Stock
USD,OVID THERAPEUTICS INC,OVID,BBG009F0TD76,XNAS,OVID,Common Stock
USD,SCIENTIFIC GAMES CORP,SGMS,BBG00JR5MM31,XNAS,SGMS,Common Stock
USD,GOLAR LNG LTD,GLNG,BBG000K14TT5,XNAS,GLNG,Common Stock
USD,ATHERSYS INC,ATHX,BBG000QBZBS3,XNAS,ATHX,Common Stock
USD,ALIGN TECHNOLOGY INC,ALGN,BBG000BRNLL2,XNAS,ALGN,Common Stock
USD,DIGITAL TURBINE INC,APPS,BBG000HZ3562,XNAS,APPS,Common Stock
USD,REDFIN CORP,RDFN,BBG001Q7HP63,XNAS,RDFN,Common Stock
USD,AFFIMED NV,AFMD,BBG006R5SSH5,XNAS,AFMD,Common Stock
USD,REALREAL INC/THE,REAL,BBG004FPDNZ6,XNAS,REAL,Common Stock
USD,RIGEL PHARMACEUTICALS INC,RIGL,BBG000BPWTW7,XNAS,RIGL,Common Stock
USD,PUMA BIOTECHNOLOGY INC,PBYI,BBG0018YXYX7,XNAS,PBYI,Common Stock
USD,ZIX CORP,ZIXI,BBG000H04C72,XNAS,ZIXI,Common Stock
USD,EXELON CORP,EXC,BBG000J6XT05,XNAS,EXC,Common Stock
USD,IMMUNOGEN INC,IMGN,BBG000C2JTB5,XNAS,IMGN,Common Stock
USD,PDC ENERGY INC,PDCE,BBG000BR1KR2,XNAS,PDCE,Common Stock
USD,URBAN OUTFITTERS INC,URBN,BBG000BL79J3,XNAS,URBN,Common Stock
USD,NOVOCURE LTD,NVCR,BBG009XW8PY2,XNAS,NVCR,Common Stock
USD,CHAMPIONX CORP,CHX,BBG00JH9TZ56,XNAS,CHX,Common Stock
USD,SONOS INC,SONO,BBG001JZPSQ2,XNAS,SONO,Common Stock
USD,NAVIENT CORP,NAVI,BBG004MN1R41,XNAS,NAVI,Common Stock
USD,BLOOMIN' BRANDS INC,BLMN,BBG002VZ68Y2,XNAS,BLMN,Common Stock
USD,GREENSKY INC-CLASS A,GSKY,BBG00KT2SCV8,XNAS,GSKY,Common Stock
USD,LAM RESEARCH CORP,LRCX,BBG000BNFLM9,XNAS,LRCX,Common Stock
USD,GENTEX CORP,GNTX,BBG000BKJ092,XNAS,GNTX,Common Stock
USD,WORKHORSE GROUP INC,WKHS,BBG000BDPB15,XNAS,WKHS,Common Stock
USD,PELOTON INTERACTIVE INC-A,PTON,BBG00JG0FFZ2,XNAS,PTON,Common Stock
USD,INTERCEPT PHARMACEUTICALS IN,ICPT,BBG001J1QN87,XNAS,ICPT,Common Stock
USD,KADMON HOLDINGS INC,KDMN,BBG00B9P9V84,XNAS,KDMN,Common Stock
USD,ATARA BIOTHERAPEUTICS INC,ATRA,BBG005Q3MQY4,XNAS,ATRA,Common Stock
USD,CERENCE INC,CRNC,BBG00MMDJG84,XNAS,CRNC,Common Stock
USD,BROADCOM INC,AVGO,BBG00KHY5S69,XNAS,AVGO,Common Stock
USD,STRATASYS LTD,SSYS,BBG002S5ZRF9,XNAS,SSYS,Common Stock
USD,PROVENTION BIO INC,PRVB,BBG00H1L1L88,XNAS,PRVB,Common Stock
USD,DENNY'S CORP,DENN,BBG000BC09P3,XNAS,DENN,Common Stock
USD,CARPARTS.COM INC,PRTS,BBG000N26V95,XNAS,PRTS,Common Stock
USD,SLM CORP,SLM,BBG000BBCQD7,XNAS,SLM,Common Stock
USD,DOCUSIGN INC,DOCU,BBG000N7KJX8,XNAS,DOCU,Common Stock
USD,XCEL ENERGY INC,XEL,BBG000BCTQ65,XNAS,XEL,Common Stock
USD,ADVERUM BIOTECHNOLOGIES INC,ADVM,BBG006D9MR17,XNAS,ADVM,Common Stock
USD,COMPUGEN LTD,CGEN,BBG000B9ZLB0,XNAS,CGEN,Common Stock
USD,BIOMARIN PHARMACEUTICAL INC,BMRN,BBG000CZWZ05,XNAS,BMRN,Common Stock
USD,LAUREATE EDUCATION INC-A,LAUR,BBG00B4Z2YX0,XNAS,LAUR,Common Stock
USD,FISERV INC,FISV,BBG000BJKPG0,XNAS,FISV,Common Stock
USD,CLEAN ENERGY FUELS CORP,CLNE,BBG000J5J943,XNAS,CLNE,Common Stock
USD,COHERUS BIOSCIENCES INC,CHRS,BBG0063N8V69,XNAS,CHRS,Common Stock
USD,MATCH GROUP INC,MTCH,BBG00VT0KNC3,XNAS,MTCH,Common Stock
USD,INFINERA CORP,INFN,BBG000R1CHD2,XNAS,INFN,Common Stock
USD,SEAGEN INC,SGEN,BBG000BH0FR6,XNAS,SGEN,Common Stock
USD,NXP SEMICONDUCTORS NV,NXPI,BBG000BND699,XNAS,NXPI,Common Stock
USD,FLEX LTD,FLEX,BBG000BP5YT0,XNAS,FLEX,Common Stock
USD,STEEL DYNAMICS INC,STLD,BBG000HGYNZ9,XNAS,STLD,Common Stock
USD,FORTINET INC,FTNT,BBG000BCMBG4,XNAS,FTNT,Common Stock
USD,GROUPON INC,GRPN,BBG000QRKJ70,XNAS,GRPN,Common Stock
USD,SMITH & WESSON BRANDS INC,SWBI,BBG000BM0QL7,XNAS,SWBI,Common Stock
USD,SMILEDIRECTCLUB INC,SDC,BBG00PZZ94F4,XNAS,SDC,Common Stock
USD,LIMELIGHT NETWORKS INC,LLNW,BBG000P63Y91,XNAS,LLNW,Common Stock
USD,ACTIVISION BLIZZARD INC,ATVI,BBG000CVWGS6,XNAS,ATVI,Common Stock
USD,MAGNITE INC,MGNI,BBG000PBDRC0,XNAS,MGNI,Common Stock
USD,CRISPR THERAPEUTICS AG,CRSP,BBG00DBBGRX1,XNAS,CRSP,Common Stock
USD,WISDOMTREE INVESTMENTS INC,WETF,BBG000KLDTJ2,XNAS,WETF,Common Stock
USD,PATTERSON-UTI ENERGY INC,PTEN,BBG000BKXFN7,XNAS,PTEN,Common Stock
USD,KALA PHARMACEUTICALS INC,KALA,BBG001J2MVT8,XNAS,KALA,Common Stock
USD,LIBERTY TRIPADVISOR HDG-A,LTRPA,BBG005DKMJ67,XNAS,LTRPA,Common Stock
USD,VERTEX PHARMACEUTICALS INC,VRTX,BBG000C1S2X2,XNAS,VRTX,Common Stock
USD,WILLSCOT MOBILE MINI HOLDING,WSC,BBG00B0FS947,XNAS,WSC,Common Stock
USD,PRECIGEN INC,PGEN,BBG000QL8VH9,XNAS,PGEN,Common Stock
USD,MERSANA THERAPEUTICS INC,MRSN,BBG001CPSVF3,XNAS,MRSN,Common Stock
USD,SABRE CORP,SABR,BBG005WQVVH4,XNAS,SABR,Common Stock
USD,INSEEGO CORP,INSG,BBG00DWX7QH0,XNAS,INSG,Common Stock
USD,C.H. ROBINSON WORLDWIDE INC,CHRW,BBG000BTCH57,XNAS,CHRW,Common Stock
USD,SIMPLY GOOD FOODS CO/THE,SMPL,BBG00GVP5JL4,XNAS,SMPL,Common Stock
USD,BGC PARTNERS INC-CL A,BGCP,BBG000C4MWH4,XNAS,BGCP,Common Stock
USD,CERNER CORP,CERN,BBG000BFDLV8,XNAS,CERN,Common Stock
USD,IVERIC BIO INC,ISEE,BBG0019K7J31,XNAS,ISEE,Common Stock
USD,LIBERTY LATIN AMERIC-CL C,LILAK,BBG00JKWHZ81,XNAS,LILAK,Common Stock
USD,MICRON TECHNOLOGY INC,MU,BBG000C5Z1S3,XNAS,MU,Common Stock
USD,ENDO INTERNATIONAL PLC,ENDP,BBG000C0HQ54,XNAS,ENDP,Common Stock
USD,DROPBOX INC-CLASS A,DBX,BBG0018SLDN0,XNAS,DBX,Common Stock
USD,QURATE RETAIL INC-SERIES A,QRTEA,BBG000PCQQL6,XNAS,QRTEA,Common Stock
USD,TRIPADVISOR INC,TRIP,BBG001M8HHB7,XNAS,TRIP,Common Stock
USD,MARVELL TECHNOLOGY INC,MRVL,BBG00ZXBJ153,XNAS,MRVL,Common Stock
USD,ZILLOW GROUP INC - C,Z,BBG009NRSWJ4,XNAS,Z,Common Stock
USD,WARNER MUSIC GROUP CORP-CL A,WMG,BBG00RP2T9T6,XNAS,WMG,Common Stock
USD,COPART INC,CPRT,BBG000BM9RH1,XNAS,CPRT,Common Stock
USD,CHEFS' WAREHOUSE INC/THE,CHEF,BBG001MFW6D6,XNAS,CHEF,Common Stock
USD,ANGI INC,ANGI,BBG00HVKH3Q0,XNAS,ANGI,Common Stock
USD,NEOGENOMICS INC,NEO,BBG000BKH263,XNAS,NEO,Common Stock
USD,AMYRIS INC,AMRS,BBG000DW5XK4,XNAS,AMRS,Common Stock
USD,SINCLAIR BROADCAST GROUP -A,SBGI,BBG000F2XXP2,XNAS,SBGI,Common Stock
USD,FIRST HAWAIIAN INC,FHB,BBG0046LJYT2,XNAS,FHB,Common Stock
USD,CREE INC,CREE,BBG000BG14P4,XNAS,CREE,Common Stock
USD,FIRST SOLAR INC,FSLR,BBG000BFL116,XNAS,FSLR,Common Stock
USD,DEXCOM INC,DXCM,BBG000QTF8K1,XNAS,DXCM,Common Stock
USD,PATTERSON COS INC,PDCO,BBG000BQY289,XNAS,PDCO,Common Stock
USD,BLINK CHARGING CO,BLNK,BBG000F9XKN7,XNAS,BLNK,Common Stock
USD,VBI VACCINES INC,VBIV,BBG000BB3S61,XNAS,VBIV,Common Stock
USD,G-III APPAREL GROUP LTD,GIII,BBG000C2YZ60,XNAS,GIII,Common Stock
USD,DISH NETWORK CORP-A,DISH,BBG000C2YHG9,XNAS,DISH,Common Stock
USD,APA CORP,APA,BBG00YTS96G2,XNAS,APA,Common Stock
USD,GARMIN LTD,GRMN,BBG000C4LN67,XNAS,GRMN,Common Stock
USD,VERRA MOBILITY CORP,VRRM,BBG00G4XQ9Z1,XNAS,VRRM,Common Stock
USD,QUALCOMM INC,QCOM,BBG000CGC1X8,XNAS,QCOM,Common Stock
USD,INCYTE CORP,INCY,BBG000BNPSQ9,XNAS,INCY,Common Stock
USD,MONSTER BEVERAGE CORP,MNST,BBG008NVB1C0,XNAS,MNST,Common Stock
USD,LKQ CORP,LKQ,BBG000PXDL44,XNAS,LKQ,Common Stock
USD,AMICUS THERAPEUTICS INC,FOLD,BBG000PLF6N0,XNAS,FOLD,Common Stock
USD,CSX CORP,CSX,BBG000BGJRC8,XNAS,CSX,Common Stock
USD,SPROUTS FARMERS MARKET INC,SFM,BBG001KFKQM7,XNAS,SFM,Common Stock
USD,ARBUTUS BIOPHARMA CORP,ABUS,BBG000RR8V85,XNAS,ABUS,Common Stock
USD,EAST WEST BANCORP INC,EWBC,BBG000CR20B1,XNAS,EWBC,Common Stock
USD,WESTERN DIGITAL CORP,WDC,BBG000BWNFZ9,XNAS,WDC,Common Stock
USD,TEXAS ROADHOUSE INC,TXRH,BBG000PSJMV7,XNAS,TXRH,Common Stock
USD,ZIOPHARM ONCOLOGY INC,ZIOP,BBG000FWCC57,XNAS,ZIOP,Common Stock
USD,STARBUCKS CORP,SBUX,BBG000CTQBF3,XNAS,SBUX,Common Stock
USD,TRUECAR INC,TRUE,BBG001P6MYV3,XNAS,TRUE,Common Stock
USD,VROOM INC,VRM,BBG009NGKQ45,XNAS,VRM,Common Stock
USD,INTEL CORP,INTC,BBG000C0G1D1,XNAS,INTC,Common Stock
USD,EDITAS MEDICINE INC,EDIT,BBG005MX5GZ2,XNAS,EDIT,Common Stock
USD,EBAY INC,EBAY,BBG000C43RR5,XNAS,EBAY,Common Stock
USD,DRAFTKINGS INC - CL A,DKNG,BBG00TCBG714,XNAS,DKNG,Common Stock
USD,CORBUS PHARMACEUTICALS HOLDI,CRBP,BBG0078PJKQ7,XNAS,CRBP,Common Stock
USD,RED ROCK RESORTS INC-CLASS A,RRR,BBG00B6G8077,XNAS,RRR,Common Stock
USD,ALKERMES PLC,ALKS,BBG000C9F2F9,XNAS,ALKS,Common Stock
USD,GROCERY OUTLET HOLDING CORP,GO,BBG00P4R3079,XNAS,GO,Common Stock
USD,BLUEBIRD BIO INC,BLUE,BBG000QGWY50,XNAS,BLUE,Common Stock
USD,SUNPOWER CORP,SPWR,BBG000FVQ185,XNAS,SPWR,Common Stock
USD,WW INTERNATIONAL INC,WW,BBG000DY6735,XNAS,WW,Common Stock
USD,PACIFIC BIOSCIENCES OF CALIF,PACB,BBG000QKXH20,XNAS,PACB,Common Stock
USD,IHEARTMEDIA INC - CLASS A,IHRT,BBG00P2FSNZ9,XNAS,IHRT,Common Stock
USD,VALLEY NATIONAL BANCORP,VLY,BBG000D4YTR6,XNAS,VLY,Common Stock
USD,COGNIZANT TECH SOLUTIONS-A,CTSH,BBG000BBDV81,XNAS,CTSH,Common Stock
USD,CERUS CORP,CERS,BBG000HBVZX8,XNAS,CERS,Common Stock
USD,HENRY SCHEIN INC,HSIC,BBG000BNMMJ3,XNAS,HSIC,Common Stock
USD,CINCINNATI FINANCIAL CORP,CINF,BBG000BFPK65,XNAS,CINF,Common Stock
USD,ZYNEX INC,ZYXI,BBG000BJBXZ2,XNAS,ZYXI,Common Stock
USD,FIVE BELOW,FIVE,BBG001636CR2,XNAS,FIVE,Common Stock
USD,AUTODESK INC,ADSK,BBG000BM7HL0,XNAS,ADSK,Common Stock
USD,VONAGE HOLDINGS CORP,VG,BBG000BRB5D9,XNAS,VG,Common Stock
USD,ORASURE TECHNOLOGIES INC,OSUR,BBG000J3D1Y8,XNAS,OSUR,Common Stock
USD,PLAINS GP HOLDINGS LP-CL A,PAGP,BBG000TBYFR3,XNAS,PAGP,Common Stock
USD,FIFTH THIRD BANCORP,FITB,BBG000BJL3N0,XNAS,FITB,Common Stock
USD,VIEWRAY INC,VRAY,BBG005XKG722,XNAS,VRAY,Common Stock
USD,ADOBE INC,ADBE,BBG000BB5006,XNAS,ADBE,Common Stock
USD,CADENCE DESIGN SYS INC,CDNS,BBG000C13CD9,XNAS,CDNS,Common Stock
USD,LULULEMON ATHLETICA INC,LULU,BBG000R8ZVD1,XNAS,LULU,Common Stock
USD,HUNTINGTON BANCSHARES INC,HBAN,BBG000BKWSR6,XNAS,HBAN,Common Stock
USD,NUANCE COMMUNICATIONS INC,NUAN,BBG000BD3LM4,XNAS,NUAN,Common Stock
USD,LIBERTY GLOBAL PLC- C,LBTYK,BBG000BXWBN9,XNAS,LBTYK,Common Stock
USD,LANDCADIA HOLDINGS IV INC-A,LCA,BBG00ZCX61H9,XNAS,LCA,Common Stock
USD,REGENERON PHARMACEUTICALS,REGN,BBG000C734W3,XNAS,REGN,Common Stock
USD,TANDEM DIABETES CARE INC,TNDM,BBG0019V9M65,XNAS,TNDM,Common Stock
USD,FASTENAL CO,FAST,BBG000BJ8YN7,XNAS,FAST,Common Stock
USD,CARLYLE GROUP INC/THE,CG,BBG000BH3F20,XNAS,CG,Common Stock
USD,ZYNGA INC - CL A,ZNGA,BBG000VD6768,XNAS,ZNGA,Common Stock
USD,TEXAS INSTRUMENTS INC,TXN,BBG000BVV7G1,XNAS,TXN,Common Stock
USD,MICROSOFT CORP,MSFT,BBG000BPH459,XNAS,MSFT,Common Stock
USD,ENTEGRIS INC,ENTG,BBG000CTV4N4,XNAS,ENTG,Common Stock
USD,PAYCHEX INC,PAYX,BBG000BQSQ38,XNAS,PAYX,Common Stock
USD,NEWS CORP - CLASS A,NWSA,BBG0035LY913,XNAS,NWSA,Common Stock
USD,CARGURUS INC,CARG,BBG00HQ77DS2,XNAS,CARG,Common Stock
USD,PAYPAL HOLDINGS INC,PYPL,BBG0077VNXV6,XNAS,PYPL,Common Stock
USD,MIDDLEBY CORP,MIDD,BBG000DQN9R3,XNAS,MIDD,Common Stock
USD,AKAMAI TECHNOLOGIES INC,AKAM,BBG000BJQWD2,XNAS,AKAM,Common Stock
USD,VERITONE INC,VERI,BBG007NJLS39,XNAS,VERI,Common Stock
USD,HERON THERAPEUTICS INC,HRTX,BBG000G2GJT7,XNAS,HRTX,Common Stock
USD,PACCAR INC,PCAR,BBG000BQVTF5,XNAS,PCAR,Common Stock
USD,ANTARES PHARMA INC,ATRS,BBG000N8K8B4,XNAS,ATRS,Common Stock
USD,ZSCALER INC,ZS,BBG003338H34,XNAS,ZS,Common Stock
USD,DYNAVAX TECHNOLOGIES CORP,DVAX,BBG000BFX694,XNAS,DVAX,Common Stock
USD,ACHIEVE LIFE SCIENCES INC,ACHV,BBG000FB8S62,XNAS,ACHV,Common Stock
USD,QUIDEL CORP,QDEL,BBG000C6GN04,XNAS,QDEL,Common Stock
USD,QORVO INC,QRVO,BBG007TJF1N7,XNAS,QRVO,Common Stock
USD,AMERICAN ELECTRIC POWER,AEP,BBG000BB9KF2,XNAS,AEP,Common Stock
USD,CROWDSTRIKE HOLDINGS INC - A,CRWD,BBG00BLYKS03,XNAS,CRWD,Common Stock
USD,PACWEST BANCORP,PACW,BBG000BWQLY4,XNAS,PACW,Common Stock
USD,HORIZON THERAPEUTICS PLC,HZNP,BBG0014FFY08,XNAS,HZNP,Common Stock
USD,HOLOGIC INC,HOLX,BBG000C3NTN5,XNAS,HOLX,Common Stock
USD,GOPRO INC-CLASS A,GPRO,BBG001LWHLJ8,XNAS,GPRO,Common Stock
USD,KARYOPHARM THERAPEUTICS INC,KPTI,BBG001J272L7,XNAS,KPTI,Common Stock
USD,APPLIED MATERIALS INC,AMAT,BBG000BBPFB9,XNAS,AMAT,Common Stock
USD,AMC NETWORKS INC-A,AMCX,BBG000H01H92,XNAS,AMCX,Common Stock
USD,ARCH CAPITAL GROUP LTD,ACGL,BBG000HXNN20,XNAS,ACGL,Common Stock
USD,NATIONAL VISION HOLDINGS INC,EYE,BBG00HVQF9K2,XNAS,EYE,Common Stock
USD,DIAMONDBACK ENERGY INC,FANG,BBG002PHSYX9,XNAS,FANG,Common Stock
USD,NEKTAR THERAPEUTICS,NKTR,BBG000BHCYJ1,XNAS,NKTR,Common Stock
USD,GROWGENERATION CORP,GRWG,BBG00DBKBYB5,XNAS,GRWG,Common Stock
USD,DATADOG INC - CLASS A,DDOG,BBG003NJHZT9,XNAS,DDOG,Common Stock
USD,TTM TECHNOLOGIES,TTMI,BBG000BYQ0B1,XNAS,TTMI,Common Stock
USD,EXACT SCIENCES CORP,EXAS,BBG000CWL0F5,XNAS,EXAS,Common Stock
USD,MICROCHIP TECHNOLOGY INC,MCHP,BBG000BHCP19,XNAS,MCHP,Common Stock
USD,WORKDAY INC-CLASS A,WDAY,BBG000VC0T95,XNAS,WDAY,Common Stock
USD,COGNEX CORP,CGNX,BBG000BPBVW5,XNAS,CGNX,Common Stock
USD,TERADYNE INC,TER,BBG000BV4DR6,XNAS,TER,Common Stock
USD,COMCAST CORP-CLASS A,CMCSA,BBG000BFT2L4,XNAS,CMCSA,Common Stock
USD,XP INC - CLASS A,XP,BBG00QVJYGM9,XNAS,XP,Common Stock
USD,SS&C TECHNOLOGIES HOLDINGS,SSNC,BBG000RJ2J04,XNAS,SSNC,Common Stock
USD,VIAVI SOLUTIONS INC,VIAV,BBG000BP7JB0,XNAS,VIAV,Common Stock
USD,ZOOM VIDEO COMMUNICATIONS-A,ZM,BBG0042V6JM8,XNAS,ZM,Common Stock
USD,UMPQUA HOLDINGS CORP,UMPQ,BBG000C0ZW33,XNAS,UMPQ,Common Stock
USD,SOLAREDGE TECHNOLOGIES INC,SEDG,BBG0084BBZY6,XNAS,SEDG,Common Stock
USD,NEWMARK GROUP INC-CLASS A,NMRK,BBG00J24S765,XNAS,NMRK,Common Stock
USD,GAN LTD,GAN,BBG00ST6YZF2,XNAS,GAN,Common Stock
USD,EXELIXIS INC,EXEL,BBG000BQ4WF8,XNAS,EXEL,Common Stock
USD,SANGAMO THERAPEUTICS INC,SGMO,BBG000BHYT80,XNAS,SGMO,Common Stock
USD,HOSTESS BRANDS INC,TWNK,BBG00B6KGNN1,XNAS,TWNK,Common Stock
USD,OLLIE'S BARGAIN OUTLET HOLDI,OLLI,BBG0098VVDT9,XNAS,OLLI,Common Stock
USD,LUMENTUM HOLDINGS INC,LITE,BBG0073F9RT7,XNAS,LITE,Common Stock
USD,AMGEN INC,AMGN,BBG000BBS2Y0,XNAS,AMGN,Common Stock
USD,TRIMBLE INC,TRMB,BBG000BNPS52,XNAS,TRMB,Common Stock
USD,HOME BANCSHARES INC,HOMB,BBG000QJXDW9,XNAS,HOMB,Common Stock
USD,PLUG POWER INC,PLUG,BBG000C1XSP8,XNAS,PLUG,Common Stock
USD,OKTA INC,OKTA,BBG001YV1SM4,XNAS,OKTA,Common Stock
USD,MONGODB INC,MDB,BBG0022FDRY8,XNAS,MDB,Common Stock
USD,NORTHERN TRUST CORP,NTRS,BBG000BQ74K1,XNAS,NTRS,Common Stock
USD,AMAZON.COM INC,AMZN,BBG000BVPV84,XNAS,AMZN,Common Stock
USD,NVIDIA CORP,NVDA,BBG000BBJQV0,XNAS,NVDA,Common Stock
USD,PILGRIM'S PRIDE CORP,PPC,BBG000BFLXV3,XNAS,PPC,Common Stock
USD,ZIONS BANCORP NA,ZION,BBG000BX9WL1,XNAS,ZION,Common Stock
